baseline_growth_iou,baseline_growth_tolerance_f1,baseline_hausdorff_95_m,baseline_mean_boundary_distance_m,baseline_perimeter_iou,delta_growth_iou,delta_growth_tolerance_f1,delta_hausdorff_95_m,delta_mean_boundary_distance_m,delta_perimeter_iou,history_growth_iou,history_growth_tolerance_f1,history_hausdorff_95_m,history_mean_boundary_distance_m,history_perimeter_iou,incident_code,spread_adjustment,start_index,target_index
0.005917159763313609,0.025396825396825397,397.68776438891757,96.24625969517793,0.8933734939759036,0.0004522669882787477,-0.012003968253968256,-83.28798112657262,-6.112336402590586,0.006505146800795392,0.006369426751592357,0.01339285714285714,314.39978326234495,90.13392329258734,0.899878640776699,CA-AEU-017769_Electra,1.2,2,3
0.0,0.0,669.6204130532992,88.16227175963375,0.9372119815668203,0.0,0.0,-388.41269805897764,-43.11700055977026,0.026650577674885878,0.0,0.0,281.2077149943216,45.04527119986349,0.9638625592417062,CA-AEU-017769_Electra,1.2,3,4
0.0,0.0,397.68776438891757,60.78383898846458,0.9602534562211982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.68776438891757,60.78383898846458,0.9602534562211982,CA-AEU-017769_Electra,1.2,4,5
0.0,0.0,397.68776438891757,60.78383898846458,0.9602534562211982,0.0,1.0,-397.68776438891757,-60.78383898846458,0.039746543778801824,0.0,1.0,0.0,0.0,1.0,CA-AEU-017769_Electra,1.2,5,6
0.1746031746031746,0.4437990420870274,775.170692588779,198.74199092318622,0.6989869753979739,-0.15937474820723552,-0.3842161225239688,133.35224999055822,31.72773936591284,-0.004018421938854488,0.015228426395939087,0.05958291956305859,908.5229425793373,230.46973028909906,0.6949685534591195,OR-MAF-022199_CrocketsKnob,1.2,1,2
0.12154696132596685,0.36569438397910314,441.20582046887495,143.31947130049218,0.7995079950799509,-0.041546961325966844,-0.1375673587036657,-114.11971054296197,-58.52612330074726,0.06934446393644256,0.08,0.22812702527543743,327.086109925913,84.79334799974492,0.8688524590163934,OR-MAF-022199_CrocketsKnob,1.2,2,3
0.0449438202247191,0.11703239289446186,585.1094210322481,147.70761944935364,0.806157354618016,0.010228593568384348,0.018725182863113907,-122.5398083111649,-22.197718822081043,0.03152037050046741,0.05517241379310345,0.13575757575757577,462.56961272108316,125.5099006272726,0.8376777251184834,OR-MAF-022199_CrocketsKnob,1.2,3,4
0.09259259259259259,0.24582967515364357,538.9502880642126,169.75666772607929,0.8002028397565923,-0.050441429801894914,-0.12731951714009954,2916.677009514637,845.2483809629399,-0.25287773687593396,0.04215116279069767,0.11851015801354402,3455.6272975788497,1015.0050486890192,0.5473251028806584,OR-MAF-022199_CrocketsKnob,1.2,4,5
0.1223155929038282,0.2953420242469971,3405.087167793015,1057.4913612142498,0.44411590774689536,-0.11897669474022218,-0.2853186363418852,-843.5652798194374,-272.21113169481293,0.06613839906196439,0.00333889816360601,0.01002338790511193,2561.5218879735776,785.2802295194368,0.5102543068088597,AZ-SCA-001418_DryLake,0.987,1,2
0.0,0.0,3322.8037694692944,910.4694229339282,0.5588776448942042,0.0,0.0,-3322.8037694692944,-902.7185919866874,0.432150087569091,0.0,0.0,0.0,7.750830947240729,0.9910277324632952,AZ-SCA-001418_DryLake,0.987,2,3
0.09717607973421927,0.2373784739955243,3542.2511529005674,989.4932648019433,0.5506407606448945,0.0,0.0,0.0,0.0,0.0,0.09717607973421927,0.2373784739955243,3542.2511529005674,989.4932648019433,0.5506407606448945,AZ-SCA-001418_DryLake,0.987,3,4
0.0019011406844106464,0.009394081728511038,3725.2917375294087,1034.0395926688761,0.5949074074074074,0.00046572322091479744,0.0022677258516638887,-883.4778550204705,-294.44627345909475,0.05163347309573718,0.002366863905325444,0.011661807580174927,2841.813882508938,739.5933192097814,0.6465408805031446,AZ-SCA-001418_DryLake,0.987,4,5
0.015384615384615385,0.03278688524590164,211.2516264589221,46.86997629097718,0.9461732548359967,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.03278688524590164,211.2516264589221,46.86997629097718,0.9461732548359967,ID-IPF-000447_RidgeCreek,1.2,4,5
0.020833333333333332,0.1048951048951049,597.5098304231651,104.53632765705466,0.9263322884012539,0.0009057971014492759,-0.03896103896103896,0.0,-1.7515908164355949,0.002912994617613962,0.021739130434782608,0.06593406593406594,597.5098304231651,102.78473684061906,0.9292452830188679,ID-IPF-000447_RidgeCreek,1.2,5,6
0.04929577464788732,0.1927710843373494,666.3222280428583,135.9364486594156,0.9038461538461539,-0.014084507042253516,-0.04462293618920127,0.0,1.2074855326477518,-0.0014245014245014564,0.035211267605633804,0.14814814814814814,666.3222280428583,137.14393419206334,0.9024216524216524,ID-IPF-000447_RidgeCreek,1.2,6,7
0.011363636363636364,0.049079754601226995,334.0181495126423,67.27808745659111,0.9412955465587044,0.0008314855875831487,-0.023105728627201023,0.0,-4.180036992591816,0.0038264046608077473,0.012195121951219513,0.025974025974025972,334.0181495126423,63.09805046399929,0.9451219512195121,ID-IPF-000447_RidgeCreek,1.2,7,8
